id,price_2
0,714.06
1,840.91
2,1014.39
3,778.26
4,971.97
5,833.88
6,1048.05
7,815.57
8,561.2
9,645.57
10,337.11
11,903.44
12,547.48
13,485.66
14,701.2
15,742.37
16,869.82
17,1308.78
18,802.79
19,673.9
20,720.37
21,1027.89
22,654.3
23,826.0
24,874.89
25,776.83
26,544.72
27,942.6
28,879.95
29,555.31
30,1208.96
31,731.85
32,1000.4
33,977.57
34,565.59
35,875.26
36,713.31
37,1300.99
38,1176.58
39,854.15
40,778.06
41,990.78
42,856.59
43,725.1
44,898.86
45,653.13
46,535.07
47,650.95
48,830.07
49,729.28
50,1068.0
51,987.07
52,935.78
53,838.75
54,692.5
55,973.62
56,644.14
57,1090.77
58,691.35
59,1008.42
60,536.42
61,633.99
62,595.14
63,867.6
64,873.45
65,1180.08
66,1197.24
67,1334.09
68,493.13
69,942.45
70,810.0
71,775.34
72,672.08
73,863.87
74,463.86
75,939.71
76,695.69
77,479.46
78,1254.04
79,701.29
80,1402.14
81,982.33
82,940.57
83,710.32
84,913.38
85,535.3
86,518.84
87,1171.97
88,594.45
89,666.15
90,1127.99
91,1077.64
92,763.83
93,697.59
94,740.15
95,1092.18
96,750.77
97,1119.87
98,434.87
99,754.86
100,1055.76
101,833.1
102,717.31
103,944.43
104,596.28
105,834.67
106,873.0
107,1032.36
108,1164.87
109,941.79
110,901.57
111,653.0
112,628.65
113,795.09
114,961.76
115,1232.29
116,825.17
117,749.69
118,419.13
119,977.25
120,752.44
121,1049.7
122,731.22
123,1068.24
124,702.52
125,780.58
126,752.92
127,861.3
128,939.8
129,776.35
130,1115.28
131,665.12
132,542.4
133,740.66
134,711.54
135,869.77
136,797.86
137,887.41
138,642.36
139,544.14
140,1242.58
141,607.68
142,1060.3
143,740.77
144,774.4
145,1106.56
146,558.75
147,1141.99
148,702.14
149,805.71
150,564.1
151,629.32
152,1091.07
153,1103.51
154,420.25
155,1127.47
156,685.04
157,673.89
158,1030.15
159,804.05
160,900.8
161,703.0
162,743.27
163,582.9
164,928.37
165,827.38
166,844.48
167,1001.41
168,908.4
169,810.67
170,1249.84
171,1045.1
172,849.68
173,859.52
174,1108.74
175,776.38
176,428.18
177,876.57
178,715.67
179,570.33
180,649.5
181,521.18
182,600.46
183,1148.66
184,963.95
185,776.69
186,919.82
187,1172.66
188,886.03
189,1295.48
190,833.49
191,748.84
192,1380.11
193,1095.66
194,805.76
195,1110.27
196,941.33
197,749.77
198,632.12
199,904.51
200,838.86
201,972.3
202,700.06
203,954.51
204,1109.49
205,693.08
206,1037.05
207,474.98
208,1105.31
209,1056.66
210,993.05
211,697.84
212,613.88
213,983.37
214,761.97
215,1163.04
216,806.07
217,833.64
218,690.89
219,1323.06
220,630.1
221,753.64
222,740.16
223,836.81
224,685.85
225,976.07
226,1074.44
227,638.52
228,1025.8
229,655.96
230,874.1
231,955.69
232,1000.65
233,933.99
234,995.26
235,724.53
236,667.15
237,1541.01
238,660.69
239,730.08
240,1072.43
241,695.02
242,1094.86
243,700.01
244,1202.2
245,688.0
246,412.99
247,1002.86
248,784.83
249,568.83
250,600.44
251,756.12
252,766.2
253,647.59
254,591.91
255,907.26
256,607.41
257,705.54
258,796.47
259,1332.12
260,816.23
261,639.07
262,691.45
263,432.64
264,993.34
265,766.56
266,1075.87
267,876.75
268,621.52
269,579.35
270,863.43
271,728.68
272,789.45
273,728.88
274,685.68
275,861.76
276,704.75
277,1077.47
278,505.79
279,380.82
280,968.1
281,808.18
282,693.4
283,858.44
284,907.17
285,832.19
286,940.96
287,1337.64
288,1093.58
289,626.96
290,1078.43
291,818.73
292,1399.16
293,863.95
294,561.81
295,795.03
296,570.56
297,595.34
298,367.28
299,868.7
300,1651.91
301,411.18
302,630.23
303,917.32
304,656.15
305,935.29
306,707.33
307,1137.49
308,709.51
309,957.89
310,596.32
311,666.93
312,1124.42
313,727.74
314,575.12
315,1286.48
316,774.36
317,682.24
318,586.9
319,692.33
320,745.24
321,1010.35
322,743.01
323,800.81
324,803.81
325,408.85
326,697.13
327,643.77
328,750.2
329,685.62
330,481.99
331,774.45
332,1043.78
333,823.59
334,676.0
335,625.3
336,893.77
337,705.78
338,961.72
339,1080.91
340,878.67
341,851.34
342,1100.75
343,881.27
344,620.81
345,684.38
346,808.45
347,825.53
348,843.28
349,755.67
350,962.16
351,934.53
352,729.36
353,1156.14
354,968.24
355,967.43
356,868.59
357,616.89
358,783.46
359,1114.59
360,583.85
361,669.66
362,889.45
363,901.29
364,497.9
365,764.82
366,710.22
367,921.17
368,1165.47
369,789.83
370,663.79
371,1079.06
372,1533.64
373,501.54
374,847.34
375,746.27
376,642.49
377,637.73
378,378.6
379,1269.54
380,808.36
381,687.62
382,919.92
383,1147.04
384,738.21
385,974.71
386,1058.15
387,482.35
388,905.04
389,995.21
390,1085.18
391,604.89
392,1035.04
393,1458.64
394,699.55
395,1403.06
396,969.31
397,570.18
398,860.36
399,943.32
400,1098.51
401,1011.68
402,1188.95
403,1097.82
404,1064.2
405,914.85
406,728.38
407,732.24
408,1088.91
409,1119.4
410,602.89
411,1344.17
412,504.9
413,552.86
414,1096.43
415,675.64
416,840.49
417,787.34
418,759.51
419,568.66
420,555.18
421,799.83
422,958.83
423,429.76
424,677.68
425,668.27
426,549.01
427,1292.54
428,1034.97
429,927.08
430,1156.23
431,707.06
432,1043.37
433,854.32
434,498.93
435,577.44
436,918.35
437,811.29
438,982.35
439,609.97
440,530.55
441,839.23
442,595.27
443,783.55
444,736.56
445,605.49
446,1026.74
447,720.5
448,1276.46
449,750.28
450,642.39
451,866.73
452,1395.18
453,630.47
454,963.26
455,1088.68
456,685.13
457,902.89
458,659.85
459,627.13
460,971.76
461,876.3
462,854.11
463,404.94
464,709.16
465,974.57
466,920.48
467,619.32
468,772.1
469,883.57
470,598.45
471,1134.71
472,857.42
473,795.94
474,1044.67
475,970.6
476,785.28
477,428.59
478,1083.79
479,1220.05
480,615.45
481,925.52
482,643.58
483,1221.65
484,835.42
485,744.33
486,703.4
487,1213.01
488,754.09
489,628.45
490,807.99
491,1264.63
492,869.24
493,740.46
494,926.53
495,678.16
496,889.37
497,647.19
498,958.6
499,472.45
500,739.2
501,1253.62
502,834.95
503,790.68
504,688.58
505,614.56
506,971.35
507,720.08
508,512.45
509,845.93
510,964.23
511,954.3
512,671.42
513,899.9
514,788.21
515,689.25
516,1085.14
517,1230.34
518,1027.49
519,1571.06
520,1557.86
521,903.67
522,930.42
523,654.81
524,797.09
525,1309.45
526,825.62
527,979.16
528,975.03
529,927.87
530,741.35
531,473.85
532,1585.48
533,568.38
534,972.25
535,831.93
536,844.37
537,592.1
538,685.09
539,433.0
540,506.32
541,945.13
542,780.23
543,883.04
544,664.26
545,895.91
546,893.53
547,556.48
548,832.88
549,881.14
550,1141.78
551,866.06
552,681.59
553,919.92
554,722.9
555,579.56
556,1030.77
557,1066.76
558,632.02
559,569.51
560,899.98
561,712.25
562,1075.75
563,508.75
564,388.81
565,619.93
566,752.06
567,753.9
568,730.13
569,1253.48
570,1043.04
571,1276.82
572,1289.47
573,1401.15
574,522.22
575,791.98
576,841.76
577,621.72
578,738.51
579,1136.74
580,962.06
581,1020.63
582,997.77
583,745.08
584,684.1
585,607.05
586,765.73
587,798.36
588,888.81
589,386.08
590,870.71
591,935.14
592,607.37
593,1312.97
594,744.86
595,418.4
596,770.63
597,750.79
598,887.72
599,598.22
600,785.28
601,1552.46
602,369.45
603,826.24
604,994.36
605,1287.37
606,652.59
607,883.02
608,1272.19
609,859.14
610,549.93
611,759.23
612,861.3
613,622.19
614,418.44
615,650.83
616,765.04
617,1007.95
618,602.43
619,899.2
620,782.05
621,909.75
622,871.66
623,797.67
624,825.03
625,874.49
626,773.36
627,637.26
628,785.75
629,682.93
630,676.59
631,1290.44
632,937.19
633,655.12
634,1285.86
635,869.13
636,1030.46
637,1055.04
638,755.93
639,711.16
640,590.03
641,796.61
642,631.43
643,664.33
644,722.89
645,760.12
646,632.63
647,1021.82
648,1119.7
649,780.39
650,732.16
651,1116.73
652,710.61
653,838.33
654,556.98
655,1345.41
656,766.34
657,946.32
658,1502.0
659,1317.56
660,557.99
661,806.02
662,969.83
663,995.32
664,772.71
665,792.87
666,597.47
667,1001.51
668,845.24
669,995.07
670,1275.2
671,856.06
672,867.29
673,680.18
674,612.28
675,820.62
676,1327.75
677,944.4
678,1189.13
679,520.87
680,868.2
681,1185.54
682,749.08
683,1002.43
684,1045.03
685,534.25
686,937.12
687,511.07
688,686.04
689,714.73
690,1128.29
691,470.51
692,944.2
693,1070.81
694,629.2
695,619.29
696,1326.11
697,727.51
698,731.78
699,1064.84
700,606.48
701,950.44
702,524.3
703,1013.84
704,966.45
705,900.02
706,1037.1
707,1115.69
708,719.64
709,747.25
710,600.01
711,926.98
712,903.43
713,795.51
714,1179.88
715,557.22
716,656.02
717,883.08
718,901.6
719,830.38
720,1031.7
721,1123.47
722,477.47
723,556.13
724,695.01
725,840.66
726,714.19
727,811.5
728,569.95
729,845.97
730,654.67
731,621.67
732,1010.9
733,597.28
734,1011.18
735,354.47
736,345.46
737,317.52
738,914.5
739,826.93
740,792.24
741,949.7
742,808.14
743,831.62
744,1113.29
745,890.67
746,1349.96
747,718.03
748,882.04
749,866.19
750,973.4
751,603.07
752,620.31
753,1283.97
754,538.69
755,1312.5
756,593.16
757,448.45
758,720.38
759,1033.2
760,808.79
761,675.87
762,478.1
763,956.97
764,1901.87
765,783.88
766,616.73
767,532.91
768,953.36
769,963.88
770,1457.16
771,615.88
772,644.57
773,968.15
774,639.74
775,832.12
776,768.46
777,1062.33
778,979.36
779,628.45
780,882.23
781,824.19
782,980.98
783,626.48
784,779.11
785,577.91
786,1261.9
787,1280.88
788,1057.9
789,1344.28
790,306.22
791,1312.67
792,773.14
793,1209.36
794,710.6
795,1007.09
796,673.64
797,738.65
798,850.68
799,1737.82
800,697.19
801,563.7
802,797.21
803,748.14
804,923.48
805,688.82
806,1658.76
807,968.65
808,1103.62
809,668.34
810,610.73
811,559.36
812,606.63
813,633.1
814,380.8
815,925.16
816,408.58
817,648.18
818,959.72
819,713.06
820,771.5
821,1311.65
822,547.75
823,635.75
824,1027.97
825,810.9
826,888.8
827,1286.18
828,960.23
829,490.3
830,1129.37
831,854.76
832,614.49
833,842.62
834,1081.68
835,816.36
836,870.34
837,720.91
838,667.13
839,1027.54
840,1067.85
841,642.14
842,954.38
843,472.68
844,834.87
845,549.96
846,551.3
847,1207.56
848,496.86
849,660.88
850,1003.98
851,993.08
852,757.14
853,779.83
854,634.97
855,916.12
856,806.81
857,738.96
858,718.05
859,980.22
860,1079.47
861,461.11
862,822.96
863,652.93
864,1121.35
865,786.31
866,1078.43
867,1435.29
868,603.2
869,652.05
870,852.6
871,1051.4
872,1035.87
873,815.27
874,826.4
875,773.94
876,718.48
877,1544.62
878,962.33
879,847.79
880,803.18
881,900.54
882,1325.83
883,512.22
884,444.32
885,409.98
886,878.27
887,569.85
888,1627.09
889,723.31
890,794.05
891,1297.48
892,1093.53
893,789.08
894,831.61
895,1071.14
896,759.9
897,961.8
898,740.18
899,1075.19
900,1200.78
901,725.36
902,951.57
903,806.5
904,519.64
905,932.0
906,1593.64
907,512.49
908,956.26
909,769.43
910,523.58
911,675.56
912,1006.14
913,663.34
914,1124.21
915,621.09
916,593.74
